game_name,price,link,description
Session: Skate Sim...,£19.99,https://www.simplygames.com//p/session-skate-sim-ps4,"DescriptionInspired by the golden age of street skating – the 1990s – Session: Skate Sim lets you experience true skateboarding and its culture. No scoring system; just you, your spot, and your imagination! There's no need for judges to tell you that your noseslide or varial heelflip are perfect for this spot. The developers have added several iconic skate locations to the game for you to skate in and express your creativity, including Black Hubbas (New York City), Brooklyn Banks (New York City), FDR Park (Philadelphia), and many other spots.Key Features:AUTHENTIC GAMEPLAY: With the dual stick controls, each stick represents one of your feet. You will need to learn how to control them and transfer weight, just like on a real skateboard. The physics have been developed with a focus on realism, smoothness, and immersion. Just like in real life for a new skateboarder, the first hours can seem challenging, but once you have mastered the technique, you will feel the unrivaled thrill of pulling off your very first kickflip!""IF IT WASN'T CAUGHT ON VIDEO, IT DIDN'T HAPPEN”: Skating and pulling off the best lines in the best spots is one thing, but if no one is there to film it, it didn't really happen… In Session: Skate Sim, you can film with a 1990s filter or fisheye lens, and you can use the video editor to create your clips and share them. You can play with multiple options, including changing the field of view, time of day, filters, and different camera views (tripod, orbit, etc.). Session: Skate Sim also offers the chance to go from skater to filmmaker: pull off your moves then go into film mode to experience the action from the point of view of your camera operator and create the best clip.CUSTOMISATION: Show off your style with an extensive customisation system for your skater and skateboard. By completing challenges, you earn money to spend in skate shops. You can find nearly 200 items from top brands, such as Fallen, Zero, GrindKing, Thankyou, HIJINX Net, Antilanta, Roger Skate CO, No-Comply, and others. You can also customise your skateboard with over 250 parts from famous brands like No-Comply, GindKing, Thankyou, and many others. In addition to the design aspect, the components (trucks, riser pads, wheels…) impact the way you skate. Find the right ones for your style and shred the most iconic spots!"
LEGO Brawls...,£24.99,https://www.simplygames.com//p/lego-brawls-ps4,"DescriptionLEGO Brawls, developed in partnership with RED Games, is a fast-paced LEGO take on multiplayer platforming, full of building, rebuilding and uniquely LEGO brick humour. The key inspiration for the title is a game where players literally build their own Heroes. By design, winning is a team-collaboration, working together to build and control contraptions within the levels, while battling the other team.Build your way to the top in this light-hearted, team action brawler where anything can happen.Design your own heroic minifig with unique brawling abilities!Build ridiculous power-ups out of bricks!Work with your team to control iconic LEGO levels!Compete in NINJAGO, Castle, and Pirate arenas!Expand your collection of minifigs and power-ups!Become the ultimate brawler!"
Soul Hackers 2...,£42.99,https://www.simplygames.com//p/soul-hackers-2-ps4,"DescriptionAmidst the glimmer of neon lights, technological advancement causes humans to be consumed by commercial convenience. In the shadows, a war between the Yatagarasu and the Phantom Society is brewing, Devil Summoners who harness the otherworldly powers of “Demons”. Existing in the secret sea of humanity’s data, a digital hivemind has evolved into sentience: Aion. Observing humankind from afar, Aion calculates that a world-ending disaster is imminent and creates two agents to combat against it: Ringo and Figue. Together, these agents of Aion must investigate and prevent a butterfly effect that will lead to the end of the world."
Saints Row Notorious Edition...,£39.99,https://www.simplygames.com//p/saints-row-notorious-edition-ps4,"DescriptionWelcome to Santo Ileso, a vibrant fictional city in the heart of the American Southwest. In a world rife with crime, where lawless factions fight for power, a group of young friends embark on their own criminal venture, as they rise to the top in their bid to become Self Made. As the future Boss, with Neenah, Kevin, and Eli by your side, you’ll form The Saints – and take on Los Panteros, The Idols, and Marshall as you build your empire across the streets of Santo Ileso and battle for control of the city. Ultimately Saints Row is the story of a start-up company, it’s just that the business The Saints are in happens to be crime. Experience the biggest and best Saints Row playground ever created; the unique sprawling world of Santo Ileso is the backdrop for a wild, larger than life sandbox of thrilling side hustles, criminal ventures and blockbuster missions, as you shoot, drive, and wingsuit your way to the top. Express yourself and unleash your inner Saint, with the most advanced suite of customization tools yet seen in an open-world game – make your character, your car and your crew your own. Dive into epic gunfights and highspeed chases, and witness outrageous only-in-Saints-Row moments in an original story that charts the Saints’ remarkable rise to power. Enjoy the freedom of playing the entire campaign with a friend through seamless untethered co-op play, where you can both push the limits of your gang and create your own gameplay. The Notorious Edition is a special collection of exclusive physical items; this is the ultimate creation for serious Saints Row fans and collectors! In addition to the full game and Expansion Pass, the Notorious Edition features a huge stack of exclusive items offering an in-depth look into the Saints gang and the criminal world of Santo Ileso.The Notorious Edition includes all of the following:• Exclusive SteelBook® with game disc• Expansion Pass• Double-sided poster (66cm(W) x 39.3cm(H))• Mini Artbook• 4 Santo Ileso postcards• 4 character art cards• Bonus -Los Panteros American Muscle Bundle• Bonus - The Saints Criminal Customs Los Panteros American Muscle Bundle - featuring the Los Panteros 'El Lanzador' Heavy Weapon skin and Custom 'Fury' Motorcycle. Saints Criminal Customs – includes two specially adorned bonus items; the Saints Custom Convertible and Saints Custom Stab Jacket."
Saints Row Day One Edition...,£24.99  £9.99,https://www.simplygames.com//p/saints-row-day-one-edition-ps4,"DescriptionWelcome to Santo Ileso, a vibrant fictional city in the heart of the American Southwest. In a world rife with crime, where lawless factions fight for power, a group of young friends embark on their own criminal venture, as they rise to the top in their bid to become Self Made.As the future Boss, with Neenah, Kevin, and Eli by your side, you’ll form The Saints – and take on Los Panteros, The Idols, and Marshall as you build your empire across the streets of Santo Ileso and battle for control of the city. Ultimately Saints Row is the story of a start-up company, it’s just that the business The Saints are in happens to be crime.Experience the biggest and best Saints Row playground ever created; the unique sprawling world of Santo Ileso is the backdrop for a wild, larger than life sandbox of thrilling side hustles, criminal ventures and blockbuster missions, as you shoot, drive, and wingsuit your way to the top.Express yourself and unleash your inner Saint, with the most advanced suite of customization tools yet seen in an open-world game – make your character, your car and your crew your own.Dive into epic gunfights and highspeed chases, and witness outrageous only-in-Saints-Row moments in an original story that charts the Saints’ remarkable rise to power. Enjoy the freedom of playing the entire campaign with a friend through seamless untethered co-op play, where you can both push the limits of your gang and create your own gameplay moments together.Witness the Birth of The Saints – Play through an action blockbuster original story full of criminality, extraordinary scenes and signature surprises laced with humor.Discover the Weird, Wild, West – Dive in to Santo Ileso, the biggest and best Saints Row playground ever, spread across nine unique districts surrounded by the vast, majestic beauty of the Southwest Desert.Build Your Criminal Empire – Take over the city block by block, wage war against enemy factions and tighten your grip on the streets with ingenious criminal ventures.Fire Guns. LOTS of Guns – Shoot revolvers from the hip, fire and forget with a rocket launcher, or obliterate up close using melee heavyweights, complete with brutal takedowns. A vast variety of familiar and exotic weapons, all customizable, and all deadly fun.Take to the Streets and the Skies – Blast through urban and desert environments in any one of the cars, bikes, planes, helicopters, VTOLs, hoverbikes, hoverboards, go-karts or equip your wingsuit to swoop around.Unprecedented Customization – Create the Boss of your dreams, with the most extensive character customization suite ever seen in the series, then complete the look with incredible options for weapons and vehicles.Seamless Co-Op – Experience everything on offer with a friend at any time, via fully untethered drop-in / drop out co-op, skipping the need to take either of you out of the outlandish action. Play nice together, or play all new pranks on your team mate. After all, who’s the Boss now.Pre-order now and get the Idols Anarchy Pack.Let loose your inner anarchist! Tear up the streets of Santo Ileso with The Idols Anarchy Pack.Don the iconic digitized DJ Helmet to light up your enemies faces before smashing them unconscious with the Idols Twinkle Bat, all to the sound of broken glass, then speed off on your stolen neon-illuminated Sandstorm Scrambler bike.The Idols Anarchy Pack includes:• Idols DJ Helmet• Idols Twinkle Bat• Idols Sandstorm Scrambler"
Two Point Campus - Enrolment Edition...,£29.99  £9.99,https://www.simplygames.com//p/two-point-campus---enrolment-edition-ps4,"DescriptionBuild your university, your way! It’s time to spin academia on its head! Got a yearning for learning? Or just keen to build an educational masterpiece? Campus is jam-packed with new creative tools to help you build the university of your dreams. For the first time, build in the great outdoors as you develop your own delightfully educational campus environment, housing the top teaching facilities in the land. Whether you prefer building on simple foundations, or placing every tree, you can build the university you want. Lay down pathways with new easy-to-use tools. Plant glorious collections of outdoor flora. Place benches, fountains, sculptures, hedgerows – even picket fences. The only limit is your imagination (and your in-game bank balance). Not the usual fare But, of course, it wouldn’t be a Two Point game without a twist. Rather than typical academic fare, students in Two Point County enjoy a range of wild and wonderful courses: from Knight School (hey, we all have to learn jousting at some point in our lives), to the salivatory Gastronomy, where your students will build mouth-watering concoctions like giant pizzas and enormous pies. The academic year… is here!"
Under Night In-Birth Exe:Late(ST)...,£19.99,https://www.simplygames.com//p/under-night-in-birth-exelatest-ps4,"DescriptionMade by the same developer of “Melty Blood”, developer French Bread is bringing this classic 2D arcade series,UNDER NIGHT IN-BIRTH Exe:Late to PS4 platform.Strongly emphasizing it's setting base on novel, and can perform stunning combos with simple mechanics, this is veryrare in arcade games. Normally arcade game settings derive from movies or manga which have a complete individualtheme, and use game as an extension. An arcade game base on novel is very unique.The story mode in this game (Chronicle mode) begins with every character's introduction. In story mode no battle willhappen, therefore it's suitable for everyone to play."
Klonoa Phantasy Reverie Series...,£24.99,https://www.simplygames.com//p/klonoa-phantasy-reverie-series-ps4,"DescriptionKlonoa is back! Klonoa Phantasy Reverie Series brings back ""Klonoa: Door to Phantomile"" and ""Klonoa 2: Lunatea's Veil"" remastered in one collection to fans new and old. Get ready to set off on an adventure to save the world!Released initially in 1997 by Namco, Klonoa is a side-scrolling platformer featuring a colourful character roster and vibrant game world, it's up to you as Klonoa to embark on a journey to save Phantomile.For the franchise's momentous twenty-fifth birthday, Klonoa: Door to Phantomile and Klonoa 2: Lunatea's Veil are receiving the remaster treatment in a two-in-one set, titled “Klonoa Phantasy Reverie Series”The graphics have received an elegant revamp while Klonoa's beloved world and classic gameplay have been faithfully preserved. The remaster also features an adjustable difficulty level, allowing franchise newcomers to delve right into the action, and long-time fans to get reacquainted with ease.Features:Two Games in One: Play ""Klonoa: Door to Phantomile"" and ""Klonoa 2: Lunatea's Veil"" in this compilation.Anniversary Remaster: Discover or rediscover the world of Klonoa in 60 FPS and up to 4K resolution.Iconic gameplay: Run and jump while using your Wind Ring to grab and throw your enemies.New Accessibility: Adjust the difficultly levels to test your skills & enlist a friend in 2 player co-op, if you need help."
DNF Duel...,£39.99,https://www.simplygames.com//p/dnf-duel-ps4,"DescriptionAction fighting at its extreme! Enter the new beat ’em up world of Arad as your favourite character from the beloved Dungeon and Fighter franchise! One of the most popular and widely played RPGs in the world, Dungeon and Fighter is now back as a 2.5D action fighting game. Choose from 10 charming characters, each with their own distinct skills and personalities. Outsmart, outplay, or downright beat up your opponents and become the master of the Ultimate Will!Meet Your Favourite Dungeon and Fighter Characters Up-Close and Personal – DNF DUEL flawlessly reinterprets the iconic classes from the classic Dungeon and Fighter RPG. Whether it’s the lightning-fast and flashy gunshots of the sly Ranger or the uninhibited raw power of the frenzied Berserker, each character’s iconic traits have been heightened and reworked.A Breathtaking World Born from the Dungeon and Fighter Universe – 16 years of lore is integrated within the storytelling and character development of DNF DUEL, supported by the stunning graphic details that merge seamlessly with the stage designs of Arad.Unique Combat Mechanisms for Strategic Fighting – DNF DUEL takes the fighting game genre to a whole new level with its unique combat system and tactics. Each iconic character has their signature moves and strengths, which are further accentuated by their Awakening effects. Don’t forget to keep track of your MP Gauge and White Damage Gauge, lest your opponent catches you by surprise!Sit Back and Relax with Smooth Online Gameplay – Hop online with ease to duel against your friends or other challengers worldwide! Fully equipped with exclusive servers and PlayStation Network, matches in DNF DUEL are ensured to be a low-lag and seamless multiplayer experience."
Leisure Suit Larry Wet Dreams Dry Twice...,£19.99,https://www.simplygames.com//p/leisure-suit-larry-wet-dreams-dry-twice-ps4,"DescriptionLeisure Suit Larry: Wet Dreams Dry Twice Hey Ladies, it’s time to get wet again! I am not done yet and still dreaming of you in leisure Suit Larry – Wet Dreams Dry Twice. I left New Lost Wages, stranded in Cancum, and had prepared to marry my only true love, Faith. But, unforeseen events interrupted us and we’ve become separated again! She is somewhere in the famous, sunny, and huge Kalau’a archipelago and I have to find her. Help me — if I don’t find her soon, I think I may burst! No obstacle will keep me away from my beloved, my Faith, not even the wild and untamed islands of Kalau’a. Those lovely island ladies can only distract me for so long as my heart’s compass only points in one direction - Faith! Care to set sail with me as a true pirate and become a real gold digger? Join my crew on this glorious quest — you may just end up soaked to the bone!"
Disgaea 4 Complete+...,£24.99,https://www.simplygames.com//p/disgaea-4-complete-ps4,"DescriptionWhen the corrupternment threatens to disrupt the way of life in Hades, valvatorez finds himself at the helm of a fiery Revolution. The former tyrant will need to call upon new allies, recruit a formidable army, and learn a thing or two about political unrest if he hopes to take down the corrupt regime and bring salvation to all prinny-kind!; Dive into a tale of Revolution and redemption, woven throughout a dark and hilarious realm of vampires, werewolves, and other Devilish denizens. Engage in immersive and in-depth tactics-based gameplay brimming with over-the-top destructive action, and unload a horde of special features to take your netherworldly adventures to another level. Brace your belt pouch and grab your sardines; the ultimate HD Disgaea game has arrived, DOOD!."
Tour De France 2022...,£24.99  £12.99,https://www.simplygames.com//p/tour-de-france-2022-ps4,"DescriptionFight for the yellow jersey in the official game of the Tour de France 2022. Experience the new online mode with weekly challenges and leaderboards. In Solo mode, you can now deal with incidents (injuries, illnesses) during the 92 stages available."
Mortal Shell: Enhanced Edition - Game of the Year...,£29.99,https://www.simplygames.com//p/mortal-shell-enhanced-edition---game-of-the-year-ps4,"DescriptionMortal Shell is a ruthless and deep action RPG that tests your sanity and resilience in a shattered world. Your adversaries spare no mercy, with survival demanding superior awareness, precision, and instincts. Possess lost warriors, track down hidden sanctums of the devout, and face formidable foes."
LEGO Star Wars: The Skywalker Saga...,£29.99  £11.99,https://www.simplygames.com//p/lego-star-wars-the-skywalker-saga-ps4,"DescriptionThe galaxy is yours with LEGO Star Wars: The Skywalker Saga! Play through all nine Star Wars saga films in a brand-new LEGO video game unlike any other. Experience fun-filled adventures, whimsical humor, and the freedom to fully immerse yourself in the LEGO Star Wars universe like never before.For the first time ever in a LEGO video game, explore the galaxy your way as you fly to some of the saga’s most legendary locales. You can start your journey with Star Wars: The Phantom Menace for some podracing on Tatooine. Or choose to launch right into Rey’s adventures in Star Wars: The Rise of Skywalker. Players have the freedom to seamlessly travel to any planet, in any order, at any time.LEGO Star Wars: The Skywalker Saga has everything from Obi-Wan Kenobi and Anakin Skywalker dueling on Mustafar, space combat above the Death Star, battling the First Order on Crait, and beyond. Dive into your favorite Star Wars moments in an all new way, complete with the hilarious LEGO brand of fun that’s sure to delight players of all ages.Want to play as a Jedi? A Sith? Rebel, bounty hunter, or droid? LEGO Star Wars: The Skywalker Saga features hundreds of playable characters from throughout the galaxy. Choose from a legion of heroes like Luke Skywalker, Qui-Gonn Jinn, Chewbacca, Leia Organa, and Poe Dameron or turn to the dark side as Darth Vader, Kylo Ren, Darth Maul, Emperor Palpatine, and more. It’s the biggest LEGO Star Wars adventure to date!Whether on land or in space, hundreds of vehicles from across the galaxy are yours to command. Jump to light speed in the Millennium Falcon, fly the T-47 airspeeder as you take down AT-AT walkers on Hoth, and battle First Order TIE fighters in Resistance X-wings. Enjoy nine films worth of content for hours and hours of galactic fun!Journey to a galaxy far, far away with LEGO Star Wars: The Skywalker Saga."
Reverie Knights Tactics...,£19.99,https://www.simplygames.com//p/reverie-knights-tactics-ps4,"DescriptionReverie Knights Tactics is a turn-based tactical RPG with strategic battles in isometric grids where every decision can alter the story. Travel through a hand-drawn fantasy world and lead your heroes in a story-rich adventure. Embark on an expedition to find Lennorien, the long lost Elvian city to save your loved ones, while fighting the goblin menace that spreads terror across the continent. Lead your party of heroes, each one with distinct, special abilities and skills, allowing you to use multiple battle strategies to defeat your enemies. Discover a fantasy world featuring a detailed map and scenario exploration in an epic adventure, visual novel style. Craft new items and accessories from the treasures you collect and use them for tactical advantage every time you configure your character"
Horizon Forbidden West...,£39.99  £24.99,https://www.simplygames.com//p/horizon-2-forbidden-west-ps4,"DescriptionJoin Aloy as she braves the Forbidden West – a majestic but dangerous frontier that conceals mysterious new threats.Explore distant lands, fight bigger and more awe-inspiring machines, and encounter astonishing new tribes as you return to the far-future, post-apocalyptic world of Horizon.The land is dying. Vicious storms and an unstoppable blight ravage the scattered remnants of humanity, while fearsome new machines prowl their borders. Life on Earth is hurtling towards another extinction, and no one knows why.It's up to Aloy to uncover the secrets behind these threats and restore order and balance to the world. Along the way, she must reunite with old friends, forge alliances with warring new factions and unravel the legacy of the ancient past – all the while trying to stay one step ahead of a seemingly undefeatable new enemy.An epic Action/RPG Adventure:Brave an expansive open world – discover distant lands, new enemies, rich cultures and striking characters.A majestic frontier – explore the lush forests, sunken cities and towering mountains of a far-future America.Confront new dangers – engage in strategic battles against enormous machines and mounted human enemies by using weapons, gear and traps crafted from salvaged parts.Unravel startling mysteries – uncover the secret behind Earth’s imminent collapse and unlock a hidden chapter in the ancient past… one that will change Aloy forever."
Tom Clancy’s Rainbow Six® Extraction Deluxe Edition + Bon...,£24.99,https://www.simplygames.com//p/tom-clancys-rainbow-six-extraction-deluxe-edition-ps4,"DescriptionThe Deluxe Edition of the game includes:THE GAMECopy of the Rainbow Six Extraction game.BUDDY PASS*With the Buddy Pass, invite two friends to play online co-op with you from any platform for two weeks, even if they don’t own the game.DIGITAL CONTENT**The REACT STRIKE PACK includes the universal Spectrum uniform, headgear and weapon skin, the Lockjaw charm, 4 XP boosters for postlaunch events and 10% discount in the in-game shop.The Deluxe Pack includes:The Obscura Pack includes the universal Cephal Black and Cerulean weapon skins along with the Redacted and Anagram charms.The Noxious Touch Pack includes the Noxious Touch uniform and headgear exclusively to Alibi, the universal Noxious Touch and Redeemer weapon skins along with the Jawbreaker and Guardian Angel Charm.Tom Clancy’s Rainbow Six® Extraction is the next mainline PvE Rainbow Six title. It is playable with one to three players as a tactical co-op FPS and features some well-known and beloved operators from Tom Clancy’s Rainbow Six® Siege.Formerly titled Tom Clancy’s Rainbow Six® Quarantine, Tom Clancy’s Rainbow Six Extraction is being developed by a seasoned team of veterans at Ubisoft Montreal. Inspired by the long-standing brand legacy of co-op Rainbow Six shooters and the varied cast of operators found in Tom Clancy’s Rainbow Six Siege, they are creating a brand-new, deep, full-featured, one-for-all, tactical co-op experience.Three years ago, in the quaint town of Truth or Consequences, a meteor crashed down on a New Mexico community, releasing an unknown parasite. A handful of operators from Tom Clancy’s Rainbow Six Siege teamed up together and seemingly contained the mysterious parasite during the initial outbreak.Unexpectedly, the Chimera parasite has suddenly reappeared in multiple sites across the US, deadlier than ever and spreading rapidly. To monitor the parasite and prepare for any future threat, the Rainbow Exogenous Analysis & Containment Team (REACT), a highly specialized and outfitted organization led by Eliza “Ash” Cohen, Dr. Elena “Mira” Álvarez, and Jordan “Thermite” Trace, was created.Almost nothing is known about the evolving parasite, and REACT’s hand-selected operators are the only ones suited to engage, push back, and learn about this deadly new threat. It is your mission to confront the mysterious creatures, known as the Archæns, who are now more lethal than ever before. Deploying into containment zones with the right combination of gadgets, gear, and teamwork will be integral to gathering the intel needed to stop them. With each incursion, you’ll face the difficult choice of pushing deeper or extracting while hoping to save the operators in your squad from going MIA.Prepare to launch into thrilling, challenging, and often unpredictable missions as you and your squad risk everything together every time you step into the containment zone.LEAD ELITE RAINBOW SIX OPERATORS IN CO-OP OR SOLO PLAYNo longer divided into separate teams of attackers and defenders, you will lead your squad of up to three operators or go at it alone. Pick from 18 of the Rainbow Six operators that are best adapted to survive the incursions. Each operator has a specific set of weapons, gadgets, and abilities to learn and master, lending to highly replayable and immersive gameplay. The uniqueness and different playstyle of each operator allows for limitless options in customizing your roster; striking the right balance on your team will be the key to success.With each mission completed, your operator will level up, boost their stats, and gain access to new loadout options and powerful combat perks that are specifically designed to take on the parasite in its many different forms. Band together, create a well-rounded squad, and put your skills to the test inside the containment zones.RISK IT ALL IN UNPREDICTABLE CONTAINMENT ZONESSet in four regions across the US, containment zones are aggressively dominated by the parasite, creating an evolving and unstable ecosystem within their walls. Incursions into these hot zones will challenge your team every time. Knowledge, cooperation, and a tactical approach are your best weapons to survive. Use your gadgets and your operators’ ability to adapt and overcome the situation to successfully accomplish your objectives, and above all, extract from the containment zone. With a selection of 12 uniquely designed maps featuring procedurally generated challenges, enemies, infestation, and increasing difficulty, the dangers are unpredictable and constantly evolving. The deeper you go from airlock to airlock, the richer the rewards, but the greater the risks your squad will face, making it harder to reach your objectives.If an operator fails to get to an extraction point, you and your team will have a choice to make: push on further for bigger rewards, leaving your operator behind, or head back to mount a daring rescue. Those who don’t make it will find their operator MIA, making them temporarily unavailable for future missions. The only means of recovering an MIA operator is to mount a rescue in one of the submaps before the parasite takes them over completely. You risk everything every time you step into the containment zone.FIGHT A LETHAL AND EVOLVING ALIEN THREATThe Chimera parasite and its evolving Archæns are highly lethal sentient organisms – consuming resources and reshaping the landscape. As REACT hopes to learn from this unique but deadly phenomenon, you will have to count on your teammates and your own instincts to face each of the 10 parasitic archetypes, from the vicious Spiker to the elusive Tormentor and the summoning Apex. Survive the Sprawl, a flow of self-aware parasitic tissue that spreads over the containment zone, altering the ecosystem surrounding you and ultimately giving the advantage to its native Archæns. Areas that were previously infested with parasitic nests may be clear, while previously safe zones will be ravaged by the Sprawl and other deadly enemies. Work together to leverage the destruction technology from Tom Clancy’s Rainbow Six Siege to reinforce walls against attacks or tear them down to create offensive opportunities.CROSS-BENEFITSThe game will support cross-play and cross-save between all platform families on day one. Play both Tom Clancy’s Rainbow Six Siege and Tom Clancy’s Rainbow Six Extraction to unlock the game’s entire roster of 18 operators in Tom Clancy’s Rainbow Six Siege, and players will get elite United Front cosmetic bundles in both games.** Requires playing both games with the same Ubisoft Account. Limited time offer, subject to change. Not redeemable for cash. Conditions and restrictions apply. Visit FAQ: https://ubi.li/Cross-ownership for full details."
Among Us - Imposter Edition...,£39.99  £29.99,https://www.simplygames.com//p/among-us---imposter-edition-ps4,"DescriptionJoin your crewmates in a multiplayer game of teamwork and betrayal! Play online with 4-15 players as you attempt to hold your spaceship together and return back to civilization. But beware. . . As there may be an alien impostor aboard! One or more of your Crewmates has been replaced with dangerous shapeshifters - Impostors. Their goal is to eliminate the rest of the crew before the ship reaches home. The Impostors will sabotage the ship, sneak through vents, deceive, and frame others to remain anonymous and kill off the crew.Play as an Impostor: Cause chaos, sneak around, and frame innocent bystanders! Winning involves killing off every Crewmate - think you're a master of sabotage?Customisation: Choose how you want to play! Add more impostors, tasks, decrease visibility and more. All in style as you get to choose your favourite colour, outfit, and hat. Cross-platform: Play with your friends between PlayStation, Xbox, Nintendo Switch, PC, Android, and iOS! Retail exclusive: Includes exclusive downloadable content available at launch!Among Us base game and all of the DLC items: Airship, Polus and MIRA HQ Skins, and Hamster Pet, Bedcrab Pet, Brainslug Pet, Stickmin Pet, and Mini Crewmate bundles."
Among Us - Ejected Edition...,£59.99  £32.99,https://www.simplygames.com//p/among-us---ejected-edition-ps4,"DescriptionJoin your crewmates in a multiplayer game of teamwork and betrayal!Play online with 4-15 players as you attempt to hold your spaceship together and return back to civilisation. But beware. . . As there may be an alien impostor aboard! One or more of your Crewmates has been replaced with dangerous shapeshifters - Impostors. Their goal is to eliminate the rest of the crew before the ship reaches home. The Impostors will sabotage the ship, sneak through vents, deceive, and frame others to remain anonymous and kill off the crew.When the game begins, players stay quiet and try to complete their task. . . Until the Impostor strikes! Once a body is reported or someone suspects something, the surviving crew will openly debate who could be the Impostors and possibly eject a crew member from the game. Meanwhile, The Impostors try to pretend that they're Crewmates and confuse everyone!Among Us base game and all of the DLC items: Airship, Polus and MIRA HQ Skins, and Hamster Pet, Bedcrab Pet, Brainslug Pet, Stickmin Pet, and Mini Crewmate bundles."
Headphone Bundle: Nerf Legends...,£19.99,https://www.simplygames.com//p/headphone-bundle-nerf-legends-ps4,"DescriptionNERF Legends thrusts you into a futuristic, sci-fi world where you'll come face-to-face with legions of robot enemies and ultimate boss masters. Armed with a wide array of NERF blasters based on their iconic, real-world counterparts, you'll thwart formidable enemies while being challenged to pull off the most impressive high-flying trick shots across a series of unique and immersive environments. Are your NERF skills up to the challenge to become the ultimate NERF Legend?""Extreme Games Meet NERF"" set in out-of-this-world locations such as Fortress Siege, Jungle Trouble, Ragnarok, and Spaceport Blastoff!15 Authentic NERF Blasters across the Mega, Ultra and Elite lines! Plus upgradable perks & skins to customise your blaster!Collect dart powerups such as magnetic push, magnetic pull, seeker darts, and freeze to change the tide of battles!Single-Player campaign featuring 10 different enemy robot types and 5 boss battles across a series of intense challengesTrials, trick shots, puzzles and navigation challenges19 Single player levels w/ tournament courses4 vs 4, 8 player free-for-all with online multiplayer modesUse the custom character creator to customise your avatar!"
Nerf Legends...,£19.99  £9.99,https://www.simplygames.com//p/nerf-legends-ps4,"DescriptionNERF Legends thrusts you into a futuristic, sci-fi world where you'll come face-to-face with legions of robot enemies and ultimate boss masters. Armed with a wide array of NERF blasters based on their iconic, real-world counterparts, you'll thwart formidable enemies while being challenged to pull off the most impressive high-flying trick shots across a series of unique and immersive environments. Are your NERF skills up to the challenge to become the ultimate NERF Legend?""Extreme Games Meet NERF"" set in out-of-this-world locations such as Fortress Siege, Jungle Trouble, Ragnarok, and Spaceport Blastoff!15 Authentic NERF Blasters across the Mega, Ultra and Elite lines! Plus upgradable perks & skins to customise your blaster!Collect dart powerups such as magnetic push, magnetic pull, seeker darts, and freeze to change the tide of battles!Single-Player campaign featuring 10 different enemy robot types and 5 boss battles across a series of intense challengesTrials, trick shots, puzzles and navigation challenges19 Single player levels w/ tournament courses4 vs 4, 8 player free-for-all with online multiplayer modesUse the custom character creator to customise your avatar!"
Just Dance 2022...,£29.99  £24.99,https://www.simplygames.com//p/just-dance-2022-ps4,"DescriptionGrab your friends and family because It’s time to turn up the volume and let loose! Just Dance 2022, the #1 Music Video Game Franchise of All Time, with over 79 million units sold, is back this autumn with 40 new songs and universes.Join a community of more than 138 million players around the world and dance it out!From chart-topping hits to great classics for families, dance to 40 hot new tracks!Fan-favorite Just Dance modes are back this year! There is a feature for every need in Just Dance, what’s yours?Need a fun way to exercise? Start your own routine with the Sweat Mode and keep yourself motivated by tracking the calories burnt and the time spent dancing.Monitor and improve your performance with the detailed score recap and compare your score with your friends.Dancing is better together! Team up with your friends in Co-op mode and combine scores to rule the dancefloor!Do you want a mode for the little ones? The Kids Mode is tailor-made for the needs of the youngest players. Enjoy 8 kid-friendly songs and choreographies for a fun dance experience.Do you feel like you never have enough songs to dance to? Access the Just Dance Unlimited2 subscription-based streaming service to (re)dance on 700+ songs and more! Every copy of the game comes with 1-month’s access!Fancy a quick session? Use the quick play button to launch a random playlist tailored to your own taste.Dance all year long with Just Dance 2022!Take part in themed seasonal events with temporary free songs and themed playlists. Check out the enhanced home page for the latest news and enjoy customized recommendations for songs, playlists and fun videos to watch.Dance until you drop with Just Dance Unlimited! New exclusive songs and Just Dance all-time favorite tracks are added throughout the year to enrich player’s experience.Get inspired with personal recommendations and save your favorites!Dance as much as possible: Just Dance will recommend customized content according to your dancing habits and preferences.Pick the perfect pre-made playlist and discover songs that will soon become your favorites.Personalize your game experience: choose your favorite songs among the ever-growing Just Dance catalog and create your very own playlists!Join the World Dance Floor and show the World what you are made of!Challenge fellow Just Dancers from all over the World during permanent tournaments. You will go up against  players with a similar level as yours for a fair dance battle.Enjoy Happy Hour sessions to get a taste of Just Dance Unlimited and keep the party going!No additional accessories are required to join the fun! Just use your smartphone with the Just Dance Controller app!Just Dance 2022 is compatible with:The Joy-Con controllers on SwitchThe PlayStation Camera on PS4The Kinect sensor on Xbox OneJust Dance 2022 is not compatible with:The HD camera on PS5Any camera on Xbox Series X"
